,PM2.5,PM10,NO2,O3,CO,SO2,BC,NO,NOX,Overall_AQI_Level,Overall_AQI_Category
2014-03-30 00:00:00+05:30,5.233333333333333,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-03-31 00:00:00+05:30,5.247058823529412,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-01 00:00:00+05:30,5.26078431372549,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-02 00:00:00+05:30,5.2745098039215685,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-03 00:00:00+05:30,5.288235294117647,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-04 00:00:00+05:30,5.301960784313725,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-05 00:00:00+05:30,5.315686274509804,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-06 00:00:00+05:30,5.329411764705882,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-07 00:00:00+05:30,5.3431372549019605,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-08 00:00:00+05:30,5.356862745098039,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-09 00:00:00+05:30,5.370588235294117,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-10 00:00:00+05:30,5.3843137254901965,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-11 00:00:00+05:30,5.398039215686275,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-12 00:00:00+05:30,5.411764705882353,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-13 00:00:00+05:30,5.425490196078432,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-14 00:00:00+05:30,5.43921568627451,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
2014-04-15 00:00:00+05:30,5.452941176470588,57.87,7.0,209.9553571428572,740.7,0.1651,0.43,0.0070212183528934,0.012899,6,Hazardous
